,price
36421,1318
25913,765
40420,1791
17699,7986
8087,4498
28249,844
46237,2600
39096,523
36361,1311
28289,845
11798,5381
28079,840
21585,11525
35179,1200
39276,1678
30295,921
33834,1090
32520,1020
22664,666
12107,5480
32519,1020
27859,829
5003,3854
17171,619
35500,1232
22803,667
6369,579
16695,7385
2017,3145
18441,625
13774,605
31256,965
3322,3443
11803,5383
38695,1629
10467,5022
29381,886
36087,1279
7958,4475
17442,7812
23741,438
6130,4114
8765,4649
27698,827
27376,814
19951,9784
40470,1800
18466,8555
2208,3185
41102,1851
5329,3936
42622,2058
43086,2132
9065,4706
35441,1227
43115,2138
41702,1927
14768,6447
45080,2409
21385,11323
31687,984
25321,745
10564,5049
4702,3780
21549,11470
5583,3996
27846,828
1271,561
29312,882
3264,3425
31857,990
17113,7607
21853,633
16432,7234
27865,829
1168,2952
12760,5684
2413,3237
37673,1443
3312,3440
23465,687
39749,526
29150,878
6716,4229
22041,645
20990,10860
19644,9487
1946,3126
31300,968
46164,2593
39766,1725
4548,3749
4511,3739
4314,3689
3045,405
9265,4742
37066,1389
6780,4241
7911,4466
12544,603
43519,2200
14566,6363
15076,6570
27780,828
38837,1637
8061,4496
28854,868
31388,972
21790,11818
30554,477
8846,4662
1743,3083
20253,10078
26362,776
16593,7310
7837,4455
19063,625
18474,8564
3125,3387
411,2817
504,2831
32217,1009
45408,2463
46574,2662
11583,599
38323,1599
32930,1046
1454,3012
14600,6383
31566,980
10566,5049
14952,6532
34379,1125
20684,10512
26888,798
10754,5093
39346,1688
27887,829
22165,647
30079,913
6650,4220
6378,579
29866,906
20898,10736
37470,507
7339,4353
35323,1212
33302,1063
2554,3265
39051,1660
10766,5096
6033,4101
8940,4678
14941,6529
22414,432
29330,882
13624,5996
37784,516
37314,1415
13285,5864
12678,5650
34369,495
13382,5906
12701,5657
43741,542
34080,1107
20358,10147
13225,5837
5272,3920
27136,803
14684,608
26144,772
40471,1800
42603,2055
16751,7416
11782,5376
20335,10122
20687,10517
3349,3447
6277,4144
32407,1016
9706,4846
17136,7627
23396,435
32275,1013
25462,752
9617,4824
12358,5546
26971,802
471,2825
8048,4493
25677,449
41317,530
36281,1296
13335,5885
39334,1687
14187,6213
12990,5760
38167,521
40349,526
36785,1358
18813,8797
17800,622
34177,1114
46251,2604
1302,2975
31872,992
8019,4484
12181,5504
12529,603
5827,4051
37075,1392
43268,2160
27704,827
20309,10093
530,2835
5843,4054
33545,1076
2256,3197
46050,2573
34948,1179
1980,3136
7191,4321
41507,1909
36207,1292
33190,1056
42466,2039
11471,5280
39696,1721
26064,769
28722,863
28329,847
40339,1786
26453,781
10796,5107
26386,777
35006,1180
41452,1897
11038,5167
1730,3081
43146,540
23250,682
893,2896
24609,722
14287,6264
17997,8212
39095,1662
1829,3105
18680,8728
2007,3144
42394,2025
32874,1041
46329,2617
38079,1574
35950,1263
35285,502
40744,1819
16823,7459
34337,1125
46996,2738
22395,430
28678,863
15834,6914
21404,11360
45975,2559
13354,5889
34748,1158
22906,672
22440,658
3449,3464
15012,6542
41460,1899
3849,3576
44025,2283
6557,4199
31025,956
19260,9144
47040,2749
44607,2353
25105,737
46096,2581
24189,709
313,2804
39550,1708
6331,4158
40186,1773
27447,815
973,558
29989,911
17817,8055
17099,7600
24377,445
19931,9757
37680,1445
43241,2155
11573,599
20559,10388
38098,1576
41230,1873
25295,743
43665,2228
20579,628
28461,854
9468,4785
21817,11861
38067,1572
33717,1084
5345,3942
33292,1061
34828,1168
25519,754
17525,7848
35795,1250
38219,1582
1808,3097
45580,548
9302,4750
21201,11092
6081,578
15276,6662
13988,6139
41868,1950
20919,10763
33927,1097
28277,464
25928,766
44657,2360
1388,3001
18945,8904
8675,4627
10642,596
23230,681
44451,2331
21564,11500
36177,1289
39822,1735
18539,8611
21767,11776
8499,4586
26176,773
16322,7168
2292,3205
33568,1076
18878,8852
38640,1624
27662,827
11727,5358
29834,906
9903,4886
1099,2939
4720,3783
3421,3459
9795,4861
23988,705
12591,5620
33516,1074
4288,573
40000,1753
17874,8094
615,2848
23154,680
31294,967
21243,11146
3,335
16161,7094
13202,5828
39854,1741
2373,3226
24804,730
45452,2475
41535,1911
29464,891
738,2863
24780,729
2590,3274
22153,646
43618,2216
20136,9955
10465,5021
38460,1608
21337,11247
26689,789
34073,1107
13908,6108
4792,3801
20460,10291
18557,8627
40589,1813
10404,5006
34247,1116
41563,1914
19417,9275
26069,769
21939,641
8633,4619
15154,6606
36684,1346
10656,596
32999,1048
13400,5914
13078,5793
4752,3792
32417,1017
25586,756
24086,706
40503,1806
25308,744
29184,878
11147,5197
46436,2642
21171,631
29031,874
22836,668
16923,7503
23677,696
14376,608
35507,1233
29893,907
26978,456
45933,2552
33819,1088
41548,1913
3778,3553
22610,665
10842,5123
29025,874
44253,2310
19701,9516
39033,1658
11710,5352
30350,924
36521,1330
36455,1322
776,2870
10947,5152
39375,1689
36276,1295
30952,951
36085,1279
26117,772
43579,2210
3744,3540
43433,540
23077,434
21628,11580
25010,734
28773,864
27011,802
5114,3882
4500,3734
16747,7415
10521,5038
23521,689
17168,619
7740,4435
8758,4645
14495,6335
14192,6215
29114,877
44488,2335
3949,3603
37917,1554
9274,4743
15577,6785
20281,628
20700,10539
13598,5986
26057,769
281,2800
1126,2946
9110,591
44494,2336
580,2841
19025,8964
8438,4580
10585,5052
27267,810
44695,2362
8392,4564
24394,446
37840,394
7866,585
4207,3669
46319,2616
8129,4510
18554,8624
5498,3975
7431,4372
10952,596
7910,4466
15747,6856
23943,702
34077,1107
17578,7887
16606,7320
23143,679
44382,544
8826,4659
37815,518
38433,1607
6125,4113
23970,704
22825,668
12046,5453
28439,853
6409,4167
37906,1551
26093,770
46929,2726
41951,536
7073,4299
17707,7990
12764,5687
32325,1013
15680,6816
36681,1345
14943,6529
11567,5310
45155,2423
31370,970
45150,2423
37775,515
10024,4921
45628,2502
9406,4773
21458,631
6689,579
5649,4011
116,2763
31500,480
37385,1423
36378,1314
11326,5241
10252,4974
40465,1799
37252,1408
38919,1651
20388,10200
20260,10080
34178,1114
28533,854
15997,6989
18070,8268
27837,828
7841,4456
7680,4422
5398,3955
22442,658
23512,688
2828,3325
25215,742
27435,814
14058,606
30666,942
45667,2511
5104,3881
34483,1133
41238,1875
10287,4987
6656,4222
4796,3801
14750,6440
12199,419
14155,6198
3857,3578
278,2800
739,2863
23266,683
42499,2042
27802,828
18323,8481
25972,767
25189,741
34771,1161
8734,4641
34085,1107
32338,1013
2168,562
14463,6323
18632,8688
37104,1397
34713,1154
9832,4871
39799,1728
13814,6070
4439,3722
33291,1061
6734,4234
19857,9680
2710,3303
12958,5751
25123,738
8658,4623
1696,3073
4478,3732
13088,5798
20927,10769
17584,7897
28420,852
12258,5511
37540,1436
16444,7240
23101,676
40515,1806
24051,440
30815,945
2881,3340
38855,1640
1322,2981
27153,804
4233,3671
40755,1821
477,2826
16330,7175
20868,629
37721,1451
21904,639
39888,1745
25571,755
24842,730
44392,544
37904,1551
21479,631
13884,6097
34481,1133
21811,11851
17293,7715
16381,7203
42726,2074
43334,2170
8319,4549
26034,451
7084,4304
44734,2367
46987,2737
27030,802
5001,3854
38941,1654
17746,8020
6789,4242
12754,5678
46714,2691
10256,4977
10320,4995
29789,904
7629,4412
45773,2528
40264,1781
39886,1745
46946,2729
28037,838
15990,6987
44047,401
27388,814
24652,723
31951,997
8648,4620
27566,821
771,2869
9861,4875
852,2889
11330,5242
13912,6108
32890,1043
27274,810
3804,3562
37172,506
11862,5400
14032,6160
39734,526
13782,6056
23923,702
12668,5648
38812,1637
36261,1295
23688,698
6388,579
28381,851
30686,942
40302,1784
22968,674
29639,898
32448,382
38665,1626
38461,1608
31118,958
21237,11133
4367,3704
46998,2738
5033,3861
10451,5019
8899,4672
30754,943
40743,1819
42147,1987
7687,4424
10964,596
32687,1031
35470,1230
31011,955
22545,663
12575,5612
11913,5408
38923,1651
1690,3070
3513,3480
41833,1948
29073,876
12989,5759
18614,8669
20765,10622
995,2913
21503,11416
27415,814
18424,421
30021,911
33052,1050
40354,526
44852,2383
5429,3965
35320,1212
34854,1170
20013,9820
17691,7980
31712,984
32015,1001
32109,1007
43119,2138
13554,5966
16071,7047
30390,926
34913,1176
44736,2367
3697,571
43695,2233
32931,1046
27783,828
5834,4053
8984,4688
34023,1105
20843,10707
11166,5205
570,2840
15922,6968
39557,1708
46597,2669
41984,1963
32870,1041
26212,775
22258,649
33263,1061
1309,2977
34479,1133
17793,622
45056,2403
18471,8561
29555,895
38871,1642
23212,680
26140,772
40165,1769
21494,11403
2779,3312
32264,1013
28996,873
20005,9813
14514,6343
6198,4128
26401,778
31218,961
5542,3989
22474,658
5215,3901
34349,492
43666,2228
41867,1949
28888,871
44529,2343
10251,4974
5451,576
30313,923
44133,2293
38743,1633
20759,10618
4238,3672
2279,3203
878,2893
29473,891
39255,1676
34858,1170
32084,1005
3281,3429
5651,4011
17511,7836
792,2872
33769,1085
35398,1221
46906,2723
986,2910
11780,5376
16008,6999
37980,1562
34309,1123
11859,5398
31389,972
39029,1657
23364,684
15240,6645
16451,7243
27453,815
31638,983
40806,1827
13743,6048
20676,10499
45576,548
20320,10100
9841,4872
13551,5963
44475,2333
12243,603
46629,2674
20191,10018
27701,827
41701,1927
12125,5486
25766,761
36444,1320
11561,5306
36546,505
2451,562
7208,4325
12895,5722
10996,5158
45434,2470
31231,963
30392,927
16573,7293
39241,1675
18096,624
39026,1657
35186,1200
21659,11633
35635,1238
3497,3478
36706,1350
39242,1675
9418,4777
35892,1262
40602,1814
33541,1076
26918,799
28228,844
22821,668
19731,9540
27750,828
46700,2688
46171,552
1825,3103
36882,1367
21049,10937
9582,4814
45996,2562
17533,7848
1885,3109
28052,838
39369,1689
36936,1374
21842,633
41634,532
27716,827
22033,645
30181,918
16247,613
31785,988
46059,2573
2046,3154
3413,3457
22228,648
10,342
43877,2262
44742,2368
26391,777
11425,5266
31611,982
43902,2264
2265,3199
39551,1708
23496,687
20553,10378
6930,4273
38226,1583
16608,7324
7750,4437
10429,5014
16483,7262
32718,1033
42116,1982
22438,658
2564,3267
23981,705
1352,2992
24167,708
19047,625
12751,5677
27913,832
2375,3226
28158,843
19191,9081
27458,816
26218,775
25891,765
34775,1161
30546,477
25211,742
43009,2115
35454,1229
9830,4870
41456,1899
36726,1354
250,2793
9489,4788
28133,842
12746,5675
1901,3114
1635,3053
16553,614
31036,956
20722,10567
29882,907
30288,921
6226,4134
7565,583
13306,5878
44410,2326
4370,3704
28771,864
34955,499
4241,3674
40711,1818
36850,506
28112,842
6218,4133
26623,789
28848,868
23655,695
23848,700
10124,4942
1088,2936
11677,5338
44720,2364
16990,7548
6768,4239
4130,3644
39259,1676
576,2841
14594,6377
8444,4580
43689,2232
36720,1353
21631,11584
33626,1079
20405,10216
24405,716
19552,9394
38063,1572
19571,9416
18414,421
15001,608
4678,3774
41804,1942
29056,876
6528,4194
19293,9183
38645,1624
5076,3877
24964,734
31403,972
9755,4851
13652,6012
11838,5393
14864,6488
17840,8064
20998,10873
4058,3623
15960,612
26588,789
19205,9095
338,2809
25300,743
2562,3267
29539,894
46320,2616
7463,4379
43669,2229
36632,1338
43870,2260
42379,2022
29268,471
5301,3926
34744,1157
23510,687
41949,536
18295,8451
4650,3763
43782,2242
34270,1119
24119,707
18382,8533
13399,5914
28486,854
5985,4088
9512,4795
14323,6278
1520,3032
37307,1415
30975,953
844,2886
22374,657
16727,7405
19794,9596
29497,891
7926,4467
44966,544
1893,3112
34132,1111
46895,2723
35248,1207
40929,1841
11104,5186
37359,1421
35605,393
26082,770
30486,932
27546,819
7082,4303
19102,9002
22120,645
4739,3788
30309,923
5159,575
44967,544
20626,10443
22116,645
10658,596
36561,505
21630,11584
23314,684
14552,6355
11606,5312
8859,4664
28956,872
10357,4998
25906,765
14610,6388
21949,642
22376,657
166,2776
10221,4968
31758,988
7294,4337
3537,3489
36989,1382
27044,802
44185,2300
40667,527
23996,705
46123,2586
42298,2009
17386,7773
27239,810
36551,505
36090,1279
4123,3643
7379,4362
31856,990
23282,683
11855,5398
10950,5154
16341,7177
18321,8477
39314,1684
8399,4568
13390,5911
8301,4544
7083,4304
8893,4670
1776,3089
23891,702
43967,2274
28972,872
3672,3528
10713,5082
28021,838
35676,1240
36312,1303
20607,10423
14016,6153
30827,945
26244,776
42027,1969
30726,942
34319,1124
36441,1320
40937,1842
24049,439
7739,4435
12577,5613
18555,8624
42691,2066
9105,418
38533,1614
33625,1079
18858,8836
36156,1287
41164,1862
43925,2268
26488,783
28891,871
43383,2178
24730,726
14465,6324
37340,1417
22894,671
38036,1569
38260,1589
44849,2383
12278,5520
4672,3772
36717,1352
37282,1412
19906,9728
16123,7077
16164,7094
31515,484
26677,454
15397,6691
31690,984
238,2791
13231,5839
37614,1439
33169,1056
28621,858
41596,1916
12366,5548
33528,1076
37702,1448
43457,2189
14513,6342
3286,3429
7588,585
32875,1041
6772,4240
31999,1000
38151,521
24093,706
7109,4309
12836,605
8609,4612
27320,461
35793,1250
32953,1046
2221,3190
105,2762
43005,2115
30522,935
33842,1090
1654,3059
46067,2574
28083,840
37724,1452
43565,2207
21125,11028
22553,663
30900,947
8792,589
16227,7130
41559,1914
13727,6046
34866,1170
11442,5273
12018,5443
9216,4729
47031,2745
28651,861
12474,5590
1003,2914
14851,6480
17430,7806
44370,2325
34343,1125
40785,1822
5087,3879
29189,878
36290,1298
45152,2423
43025,2119
7669,4419
4313,3689
2655,3291
39640,1716
43810,2247
35823,1254
16561,615
14631,6398
34870,1171
34522,1140
35431,1226
37078,1392
44730,2366
8606,4612
39056,1662
17955,8167
30239,475
36218,1294
20127,9946
42701,2068
25015,734
24640,723
35141,1196
33501,1073
7096,4304
33874,1094
46475,2650
13824,6073
24015,706
31525,485
27551,820
12538,603
27190,806
5950,4079
29353,884
23346,684
32077,1004
10350,596
8900,4672
15837,6915
45106,2415
26948,801
41880,1952
15309,421
3352,3449
3363,3450
42747,2078
17559,7870
14726,6425
24649,723
26848,795
29867,906
42371,2021
14666,608
46627,2673
2436,3246
30375,926
45342,2451
39694,1721
46727,2693
34904,1175
41881,1952
20969,10824
22851,669
18174,8340
45,404
6568,4200
42990,2112
21762,633
34004,1103
16514,7279
27715,827
467,2824
37949,1558
16405,7218
44437,2329
41564,1914
34386,1125
32319,1013
10448,5018
14509,6342
17694,7983
24092,706
12326,5539
28929,470
44619,2354
32648,1030
25,357
17515,7840
43733,541
1699,3073
19308,9205
7946,4471
9011,4693
38018,1569
28047,838
41682,1923
33563,1076
370,555
18051,8256
3667,3528
976,558
7448,4374
14623,6397
11198,5217
16559,614
24992,734
702,2859
39732,526
3468,3469
5381,3950
24893,732
37007,1385
26159,773
22947,673
35014,1181
162,2776
45176,2426
33546,1076
44617,2354
420,2818
6271,4143
24588,720
40741,1819
31797,990
46711,2690
6776,4241
46463,2648
33973,1101
15619,6804
5679,4021
12603,5623
21975,642
26592,789
7861,4460
4694,3777
18078,8279
9227,4733
1143,2948
3683,571
18043,8248
6362,579
25531,754
13125,5810
34415,1128
45071,2406
35005,1180
18513,8592
44640,2359
37358,1421
5971,4082
13753,605
14095,6173
46402,2633
23867,700
43158,2141
25955,766
17666,7960
32518,1020
8610,4612
34789,1163
3195,3405
17014,7554
700,2858
2405,3235
37350,1420
3652,3522
29033,875
34783,1163
15260,6654
6098,4102
44638,2359
45175,2426
19444,9292
13355,5889
12719,5665
256,2795
32734,1035
30248,476
21021,10907
34134,1111
18417,421
45098,2415
14173,6208
40770,1822
22556,663
35807,1250
7437,4373
42762,2080
11534,5297
2668,3294
4894,3820
9498,4790
16673,7367
21910,639
20851,10716
36349,1308
23650,695
19946,9780
30840,945
25363,449
4773,3798
12452,5581
31172,961
20807,10680
16060,7037
41428,1893
42757,2079
40108,1760
725,2862
10800,5107
7899,4463
22638,666
9513,4795
8884,4668
44115,2290
337,2809
13546,5960
37603,1438
11130,5194
43498,2197
42505,2042
3659,3526
31505,481
15469,6732
31930,995
8244,4533
2011,3145
6659,4223
33517,1074
10397,5006
32705,1033
14787,6453
730,2863
1009,2916
5022,3858
1603,3047
35677,1240
9449,4779
40274,1781
27479,816
24611,722
29869,906
11114,5190
24008,705
13522,5947
12528,603
107,2762
991,2912
28300,846
3136,3390
2667,3294
7295,4338
32505,1019
14715,6418
19956,9788
4734,3787
43492,2196
15991,6987
27620,462
28214,844
42153,1987
43477,2195
25744,760
11544,5301
25073,737
23252,682
12902,5724
27107,803
38650,1624
44673,544
15812,6902
16411,7222
45579,548
23494,687
40224,1778
44587,2351
24361,714
15810,6900
1745,3084
12879,5717
20729,10574
1430,3007
6017,4096
31271,965
30602,936
41680,1923
11708,5352
6795,4242
43588,2211
30644,940
16793,7440
36822,1363
4829,3811
32227,1010
34652,497
14954,6532
13429,5925
20478,10309
16946,7513
35129,1194
15032,6549
10479,5027
22791,666
14281,6261
38410,1607
24936,732
8742,4642
29676,899
25489,752
34052,492
697,2858
19288,9177
13972,6132
46932,2726
15942,612
9948,4900
9405,4773
7420,4370
40774,1822
23544,689
27443,815
18268,8426
7,338
4198,3668
21459,631
20613,10428
4782,3800
29504,891
17855,8077
32428,1018
18771,8771
21982,643
23218,681
11665,5331
34861,1170
46170,552
43495,2197
27999,835
38124,1577
22721,362
42658,2064
4601,3752
41302,1882
35311,1211
46205,2594
23665,696
35383,1220
13394,5914
30272,921
1918,3119
21038,10929
6620,4210
24144,707
34121,1109
8798,590
14428,6303
18493,8580
16088,7056
41372,1883
1686,3067
24048,439
43102,2137
26011,450
35177,1200
22916,672
10196,4963
34883,1173
12803,5701
18403,421
9542,4801
14550,6354
8999,4692
25901,765
31128,958
46341,2618
44323,2318
41821,1944
10744,5091
14432,6306
7105,4308
37642,1442
39007,1656
45026,2400
30938,950
13599,5987
35461,1229
27950,462
16177,7100
25309,744
3884,3584
40251,1780
12254,5510
43792,2244
41184,1865
42609,2056
31564,980
6683,579
11045,5169
41959,1959
24702,447
26304,776
43595,2211
4454,3725
4149,3650
18113,624
20145,9965
31386,971
33538,1076
24491,720
42001,1964
21543,11460
24417,716
24622,722
1142,2948
29716,900
15376,6678
1493,3018
25122,737
8002,4480
22608,665
33855,1092
17264,7691
11402,5259
16769,7424
41093,1851
9695,4843
12467,5587
41669,1922
42156,1988
4636,3763
37365,1422
22511,660
27599,825
3903,3591
589,2843
32557,1023
5378,3950
22177,647
2,334
3087,567
34645,1153
3514,3481
8921,4675
17144,7633
13538,5952
23977,705
9709,4847
3102,568
27165,805
44050,401
17845,8069
23291,683
9708,4846
21612,11560
8144,4513
13448,605
30004,911
7798,4451
7000,4281
22510,660
21713,11717
12153,5497
25839,765
30389,926
29437,889
43851,2256
31280,966
23708,698
5535,3987
14711,6416
14810,6465
1577,3038
32208,1009
32305,1013
943,2907
25121,737
22078,427
23161,680
24795,729
23937,702
3826,3568
8117,4508
46631,2674
35734,1244
7318,4345
4485,3733
11214,5219
24248,709
14231,6238
8130,4510
25263,743
28002,835
34797,1163
14066,606
7840,4456
35262,1208
38398,1607
15358,6669
45744,2522
21644,11605
13021,5769
46369,2628
9355,4764
41068,1847
47073,2755
19410,9263
30143,917
45154,2423
6660,4223
18603,8654
980,2908
19342,9234
6254,4139
33049,1050
726,2862
21224,11116
21957,642
34651,497
5177,3891
4612,3756
35843,1257
38928,1652
30842,945
10077,4928
24938,733
14390,6290
36883,1367
37683,1446
41167,1863
33434,491
28018,837
45810,2535
14909,6509
30195,919
42543,537
7310,4340
45019,2400
13135,5815
45678,2512
6790,4242
28238,844
3772,3549
11175,5207
34549,1142
6855,4256
41045,1846
14104,6176
31993,1000
39076,1662
18017,8225
33238,1061
16628,7338
33972,1101
11184,5210
34064,1106
36983,1381
39228,1672
7002,4282
27536,819
14793,6458
5763,576
2157,561
34393,1125
32358,1014
7628,4412
3357,3450
44193,2302
1976,3136
34591,1148
35263,1208
34666,498
4664,3770
2101,3169
24522,720
24565,720
14356,607
36702,1349
16957,7525
17983,8193
3149,3393
23705,698
44842,2382
14547,6354
19580,9425
15838,6915
10478,5027
14113,6178
8926,4676
23391,685
35732,1243
24674,724
8059,4496
38726,1631
19180,9072
43070,2129
17472,7827
1540,3036
28154,842
45090,2410
40903,1838
44748,2368
25290,743
6203,4129
21283,11180
9518,4796
1990,3139
34441,1129
25819,764
25626,756
27147,804
36100,1279
26231,776
31732,984
9131,591
5706,4028
22238,648
11075,5176
10461,5020
35862,1258
9749,4851
13381,5906
9801,4861
1237,2966
3960,3605
17560,7870
4109,3640
43453,541
37243,1408
110,2762
33809,1088
9538,4800
45419,2467
